DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
205,15,1,209,Deforestation-agriculture-Salvage uprooting and decay for Hudson Plains,Deforestation-agriculture-Salvage uprooting and decay for Hudson Plains
205,16,1,209,Deforestation-agriculture-Salvage uprooting and decay for Taiga Shield East,Deforestation-agriculture-Salvage uprooting and decay for Taiga Shield East
205,17,1,209,Deforestation-agriculture-Salvage uprooting and decay for Boreal Shield East,Deforestation-agriculture-Salvage uprooting and decay for Boreal Shield East
205,18,1,209,Deforestation-agriculture-Salvage uprooting and decay for Semiarid Prairies,Deforestation-agriculture-Salvage uprooting and decay for Semiarid Prairies
206,4,1,210,Deforestation-agriculture-Salvage uprooting and burn for Taiga Plains,Deforestation-agriculture-Salvage uprooting and burn for Taiga Plains
206,5,1,211,Deforestation-agriculture-Salvage uprooting and burn for Taiga Shield West,Deforestation-agriculture-Salvage uprooting and burn for Taiga Shield West
206,6,1,213,Deforestation-agriculture-Salvage uprooting and burn for Boreal Shield West,Deforestation-agriculture-Salvage uprooting and burn for Boreal Shield West
206,7,1,215,Deforestation-agriculture-Salvage uprooting and burn for Atlantic Maritime,Deforestation-agriculture-Salvage uprooting and burn for Atlantic Maritime
206,8,1,216,Deforestation-agriculture-Salvage uprooting and burn for Mixedwood Plains,Deforestation-agriculture-Salvage uprooting and burn for Mixedwood Plains
206,9,1,214,Deforestation-agriculture-Salvage uprooting and burn for Boreal Plains,Deforestation-agriculture-Salvage uprooting and burn for Boreal Plains
206,10,1,217,Deforestation-agriculture-Salvage uprooting and burn for Subhumid Prairies,Deforestation-agriculture-Salvage uprooting and burn for Subhumid Prairies
206,11,1,218,Deforestation-agriculture-Salvage uprooting and burn for Taiga Cordillera,Deforestation-agriculture-Salvage uprooting and burn for Taiga Cordillera
206,12,1,219,Deforestation-agriculture-Salvage uprooting and burn for Boreal Cordillera,Deforestation-agriculture-Salvage uprooting and burn for Boreal Cordillera
206,13,1,221,Deforestation-agriculture-Salvage uprooting and burn for Pacific Maritime,Deforestation-agriculture-Salvage uprooting and burn for Pacific Maritime
206,14,1,220,Deforestation-agriculture-Salvage uprooting and burn for Montane Cordillera,Deforestation-agriculture-Salvage uprooting and burn for Montane Cordillera
206,15,1,222,Deforestation-agriculture-Salvage uprooting and burn for Hudson Plains,Deforestation-agriculture-Salvage uprooting and burn for Hudson Plains
206,16,1,212,Deforestation-agriculture-Salvage uprooting and burn for Taiga Shield East,Deforestation-agriculture-Salvage uprooting and burn for Taiga Shield East
206,17,1,223,Deforestation-agriculture-Salvage uprooting and burn for Boreal Shield East,Deforestation-agriculture-Salvage uprooting and burn for Boreal Shield East
206,18,1,224,Deforestation-agriculture-Salvage uprooting and burn for Semiarid Prairies,Deforestation-agriculture-Salvage uprooting and burn for Semiarid Prairies
207,4,1,209,Deforestation-forestry-Salvage uprooting and decay for Taiga Plains,Deforestation-forestry-Salvage uprooting and decay for Taiga Plains
207,5,1,209,Deforestation-forestry-Salvage uprooting and decay for Taiga Shield West,Deforestation-forestry-Salvage uprooting and decay for Taiga Shield West
207,6,1,209,Deforestation-forestry-Salvage uprooting and decay for Boreal Shield West,Deforestation-forestry-Salvage uprooting and decay for Boreal Shield West
207,7,1,209,Deforestation-forestry-Salvage uprooting and decay for Atlantic Maritime,Deforestation-forestry-Salvage uprooting and decay for Atlantic Maritime
207,8,1,209,Deforestation-forestry-Salvage uprooting and decay for Mixedwood Plains,Deforestation-forestry-Salvage uprooting and decay for Mixedwood Plains
207,9,1,209,Deforestation-forestry-Salvage uprooting and decay for Boreal Plains,Deforestation-forestry-Salvage uprooting and decay for Boreal Plains
207,10,1,209,Deforestation-forestry-Salvage uprooting and decay for Subhumid Prairies,Deforestation-forestry-Salvage uprooting and decay for Subhumid Prairies
207,11,1,209,Deforestation-forestry-Salvage uprooting and decay for Taiga Cordillera,Deforestation-forestry-Salvage uprooting and decay for Taiga Cordillera
207,12,1,209,Deforestation-forestry-Salvage uprooting and decay for Boreal Cordillera,Deforestation-forestry-Salvage uprooting and decay for Boreal Cordillera
207,13,1,209,Deforestation-forestry-Salvage uprooting and decay for Pacific Maritime,Deforestation-forestry-Salvage uprooting and decay for Pacific Maritime
207,14,1,209,Deforestation-forestry-Salvage uprooting and decay for Montane Cordillera,Deforestation-forestry-Salvage uprooting and decay for Montane Cordillera
207,15,1,209,Deforestation-forestry-Salvage uprooting and decay for Hudson Plains,Deforestation-forestry-Salvage uprooting and decay for Hudson Plains
207,16,1,209,Deforestation-forestry-Salvage uprooting and decay for Taiga Shield East,Deforestation-forestry-Salvage uprooting and decay for Taiga Shield East
207,17,1,209,Deforestation-forestry-Salvage uprooting and decay for Boreal Shield East,Deforestation-forestry-Salvage uprooting and decay for Boreal Shield East
207,18,1,209,Deforestation-forestry-Salvage uprooting and decay for Semiarid Prairies,Deforestation-forestry-Salvage uprooting and decay for Semiarid Prairies
208,4,1,210,Deforestation-forestry-Salvage uprooting and burn for Taiga Plains,Deforestation-forestry-Salvage uprooting and burn for Taiga Plains
208,5,1,211,Deforestation-forestry-Salvage uprooting and burn for Taiga Shield West,Deforestation-forestry-Salvage uprooting and burn for Taiga Shield West
208,6,1,213,Deforestation-forestry-Salvage uprooting and burn for Boreal Shield West,Deforestation-forestry-Salvage uprooting and burn for Boreal Shield West
208,7,1,215,Deforestation-forestry-Salvage uprooting and burn for Atlantic Maritime,Deforestation-forestry-Salvage uprooting and burn for Atlantic Maritime
208,8,1,216,Deforestation-forestry-Salvage uprooting and burn for Mixedwood Plains,Deforestation-forestry-Salvage uprooting and burn for Mixedwood Plains
208,9,1,214,Deforestation-forestry-Salvage uprooting and burn for Boreal Plains,Deforestation-forestry-Salvage uprooting and burn for Boreal Plains
208,10,1,217,Deforestation-forestry-Salvage uprooting and burn for Subhumid Prairies,Deforestation-forestry-Salvage uprooting and burn for Subhumid Prairies
208,11,1,218,Deforestation-forestry-Salvage uprooting and burn for Taiga Cordillera,Deforestation-forestry-Salvage uprooting and burn for Taiga Cordillera
208,12,1,219,Deforestation-forestry-Salvage uprooting and burn for Boreal Cordillera,Deforestation-forestry-Salvage uprooting and burn for Boreal Cordillera
208,13,1,221,Deforestation-forestry-Salvage uprooting and burn for Pacific Maritime,Deforestation-forestry-Salvage uprooting and burn for Pacific Maritime
208,14,1,220,Deforestation-forestry-Salvage uprooting and burn for Montane Cordillera,Deforestation-forestry-Salvage uprooting and burn for Montane Cordillera
208,15,1,222,Deforestation-forestry-Salvage uprooting and burn for Hudson Plains,Deforestation-forestry-Salvage uprooting and burn for Hudson Plains
208,16,1,212,Deforestation-forestry-Salvage uprooting and burn for Taiga Shield East,Deforestation-forestry-Salvage uprooting and burn for Taiga Shield East
208,17,1,223,Deforestation-forestry-Salvage uprooting and burn for Boreal Shield East,Deforestation-forestry-Salvage uprooting and burn for Boreal Shield East
208,18,1,224,Deforestation-forestry-Salvage uprooting and burn for Semiarid Prairies,Deforestation-forestry-Salvage uprooting and burn for Semiarid Prairies
209,4,1,297,Deforestation-hydro reservoir-burn for Taiga Plains,Deforestation-hydro reservoir-burn for Taiga Plains
209,5,1,297,Deforestation-hydro reservoir-burn for Taiga Shield West,Deforestation-hydro reservoir-burn for Taiga Shield West
209,6,1,297,Deforestation-hydro reservoir-burn for Boreal Shield West,Deforestation-hydro reservoir-burn for Boreal Shield West
209,7,1,297,Deforestation-hydro reservoir-burn for Atlantic Maritime,Deforestation-hydro reservoir-burn for Atlantic Maritime
209,8,1,297,Deforestation-hydro reservoir-burn for Mixedwood Plains,Deforestation-hydro reservoir-burn for Mixedwood Plains
209,9,1,297,Deforestation-hydro reservoir-burn for Boreal Plains,Deforestation-hydro reservoir-burn for Boreal Plains
209,10,1,297,Deforestation-hydro reservoir-burn for Subhumid Prairies,Deforestation-hydro reservoir-burn for Subhumid Prairies
209,11,1,297,Deforestation-hydro reservoir-burn for Taiga Cordillera,Deforestation-hydro reservoir-burn for Taiga Cordillera
209,12,1,297,Deforestation-hydro reservoir-burn for Boreal Cordillera,Deforestation-hydro reservoir-burn for Boreal Cordillera
209,13,1,297,Deforestation-hydro reservoir-burn for Pacific Maritime,Deforestation-hydro reservoir-burn for Pacific Maritime
209,14,1,297,Deforestation-hydro reservoir-burn for Montane Cordillera,Deforestation-hydro reservoir-burn for Montane Cordillera
209,15,1,297,Deforestation-hydro reservoir-burn for Hudson Plains,Deforestation-hydro reservoir-burn for Hudson Plains
209,16,1,297,Deforestation-hydro reservoir-burn for Taiga Shield East,Deforestation-hydro reservoir-burn for Taiga Shield East
209,17,1,297,Deforestation-hydro reservoir-burn for Boreal Shield East,Deforestation-hydro reservoir-burn for Boreal Shield East
209,18,1,297,Deforestation-hydro reservoir-burn for Semiarid Prairies,Deforestation-hydro reservoir-burn for Semiarid Prairies
210,4,1,209,Deforestation-industry-Salvage uprooting and decay for Taiga Plains,Deforestation-industry-Salvage uprooting and decay for Taiga Plains
210,5,1,209,Deforestation-industry-Salvage uprooting and decay for Taiga Shield West,Deforestation-industry-Salvage uprooting and decay for Taiga Shield West
210,6,1,209,Deforestation-industry-Salvage uprooting and decay for Boreal Shield West,Deforestation-industry-Salvage uprooting and decay for Boreal Shield West
210,7,1,209,Deforestation-industry-Salvage uprooting and decay for Atlantic Maritime,Deforestation-industry-Salvage uprooting and decay for Atlantic Maritime
210,8,1,209,Deforestation-industry-Salvage uprooting and decay for Mixedwood Plains,Deforestation-industry-Salvage uprooting and decay for Mixedwood Plains
210,9,1,209,Deforestation-industry-Salvage uprooting and decay for Boreal Plains,Deforestation-industry-Salvage uprooting and decay for Boreal Plains
210,10,1,209,Deforestation-industry-Salvage uprooting and decay for Subhumid Prairies,Deforestation-industry-Salvage uprooting and decay for Subhumid Prairies
210,11,1,209,Deforestation-industry-Salvage uprooting and decay for Taiga Cordillera,Deforestation-industry-Salvage uprooting and decay for Taiga Cordillera
210,12,1,209,Deforestation-industry-Salvage uprooting and decay for Boreal Cordillera,Deforestation-industry-Salvage uprooting and decay for Boreal Cordillera
210,13,1,209,Deforestation-industry-Salvage uprooting and decay for Pacific Maritime,Deforestation-industry-Salvage uprooting and decay for Pacific Maritime
210,14,1,209,Deforestation-industry-Salvage uprooting and decay for Montane Cordillera,Deforestation-industry-Salvage uprooting and decay for Montane Cordillera
210,15,1,209,Deforestation-industry-Salvage uprooting and decay for Hudson Plains,Deforestation-industry-Salvage uprooting and decay for Hudson Plains
210,16,1,209,Deforestation-industry-Salvage uprooting and decay for Taiga Shield East,Deforestation-industry-Salvage uprooting and decay for Taiga Shield East
210,17,1,209,Deforestation-industry-Salvage uprooting and decay for Boreal Shield East,Deforestation-industry-Salvage uprooting and decay for Boreal Shield East
210,18,1,209,Deforestation-industry-Salvage uprooting and decay for Semiarid Prairies,Deforestation-industry-Salvage uprooting and decay for Semiarid Prairies
211,4,1,210,Deforestation-industry-Salvage uprooting and burn for Taiga Plains,Deforestation-industry-Salvage uprooting and burn for Taiga Plains
211,5,1,211,Deforestation-industry-Salvage uprooting and burn for Taiga Shield West,Deforestation-industry-Salvage uprooting and burn for Taiga Shield West
211,6,1,213,Deforestation-industry-Salvage uprooting and burn for Boreal Shield West,Deforestation-industry-Salvage uprooting and burn for Boreal Shield West
211,7,1,215,Deforestation-industry-Salvage uprooting and burn for Atlantic Maritime,Deforestation-industry-Salvage uprooting and burn for Atlantic Maritime
211,8,1,216,Deforestation-industry-Salvage uprooting and burn for Mixedwood Plains,Deforestation-industry-Salvage uprooting and burn for Mixedwood Plains
211,9,1,214,Deforestation-industry-Salvage uprooting and burn for Boreal Plains,Deforestation-industry-Salvage uprooting and burn for Boreal Plains
211,10,1,217,Deforestation-industry-Salvage uprooting and burn for Subhumid Prairies,Deforestation-industry-Salvage uprooting and burn for Subhumid Prairies
211,11,1,218,Deforestation-industry-Salvage uprooting and burn for Taiga Cordillera,Deforestation-industry-Salvage uprooting and burn for Taiga Cordillera
211,12,1,219,Deforestation-industry-Salvage uprooting and burn for Boreal Cordillera,Deforestation-industry-Salvage uprooting and burn for Boreal Cordillera
211,13,1,221,Deforestation-industry-Salvage uprooting and burn for Pacific Maritime,Deforestation-industry-Salvage uprooting and burn for Pacific Maritime
211,14,1,220,Deforestation-industry-Salvage uprooting and burn for Montane Cordillera,Deforestation-industry-Salvage uprooting and burn for Montane Cordillera
211,15,1,222,Deforestation-industry-Salvage uprooting and burn for Hudson Plains,Deforestation-industry-Salvage uprooting and burn for Hudson Plains
211,16,1,212,Deforestation-industry-Salvage uprooting and burn for Taiga Shield East,Deforestation-industry-Salvage uprooting and burn for Taiga Shield East
211,17,1,223,Deforestation-industry-Salvage uprooting and burn for Boreal Shield East,Deforestation-industry-Salvage uprooting and burn for Boreal Shield East
211,18,1,224,Deforestation-industry-Salvage uprooting and burn for Semiarid Prairies,Deforestation-industry-Salvage uprooting and burn for Semiarid Prairies
212,4,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Plains,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Plains
212,5,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Shield West,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Shield West
212,6,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Shield West,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Shield West
212,7,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Atlantic Maritime,Deforestation-oil and gas-Salvage uprooting and decay for Atlantic Maritime
212,8,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Mixedwood Plains,Deforestation-oil and gas-Salvage uprooting and decay for Mixedwood Plains
212,9,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Plains,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Plains
212,10,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Subhumid Prairies,Deforestation-oil and gas-Salvage uprooting and decay for Subhumid Prairies
212,11,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Cordillera,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Cordillera
212,12,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Cordillera,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Cordillera
212,13,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Pacific Maritime,Deforestation-oil and gas-Salvage uprooting and decay for Pacific Maritime
212,14,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Montane Cordillera,Deforestation-oil and gas-Salvage uprooting and decay for Montane Cordillera
212,15,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Hudson Plains,Deforestation-oil and gas-Salvage uprooting and decay for Hudson Plains
212,16,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Shield East,Deforestation-oil and gas-Salvage uprooting and decay for Taiga Shield East
212,17,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Shield East,Deforestation-oil and gas-Salvage uprooting and decay for Boreal Shield East
212,18,1,209,Deforestation-oil and gas-Salvage uprooting and decay for Semiarid Prairies,Deforestation-oil and gas-Salvage uprooting and decay for Semiarid Prairies
213,4,1,210,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Plains,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Plains
213,5,1,211,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Shield West,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Shield West
213,6,1,213,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Shield West,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Shield West
213,7,1,215,Deforestation-oil and gas-Salvage uprooting and burn for Atlantic Maritime,Deforestation-oil and gas-Salvage uprooting and burn for Atlantic Maritime
213,8,1,216,Deforestation-oil and gas-Salvage uprooting and burn for Mixedwood Plains,Deforestation-oil and gas-Salvage uprooting and burn for Mixedwood Plains
213,9,1,214,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Plains,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Plains
213,10,1,217,Deforestation-oil and gas-Salvage uprooting and burn for Subhumid Prairies,Deforestation-oil and gas-Salvage uprooting and burn for Subhumid Prairies
213,11,1,218,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Cordillera,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Cordillera
213,12,1,219,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Cordillera,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Cordillera
213,13,1,221,Deforestation-oil and gas-Salvage uprooting and burn for Pacific Maritime,Deforestation-oil and gas-Salvage uprooting and burn for Pacific Maritime
213,14,1,220,Deforestation-oil and gas-Salvage uprooting and burn for Montane Cordillera,Deforestation-oil and gas-Salvage uprooting and burn for Montane Cordillera
213,15,1,222,Deforestation-oil and gas-Salvage uprooting and burn for Hudson Plains,Deforestation-oil and gas-Salvage uprooting and burn for Hudson Plains
213,16,1,212,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Shield East,Deforestation-oil and gas-Salvage uprooting and burn for Taiga Shield East
213,17,1,223,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Shield East,Deforestation-oil and gas-Salvage uprooting and burn for Boreal Shield East
213,18,1,224,Deforestation-oil and gas-Salvage uprooting and burn for Semiarid Prairies,Deforestation-oil and gas-Salvage uprooting and burn for Semiarid Prairies
223,4,1,209,Deforestation-mining-Salvage uprooting and decay for Taiga Plains,Deforestation-mining-Salvage uprooting and decay for Taiga Plains
223,5,1,209,Deforestation-mining-Salvage uprooting and decay for Taiga Shield West,Deforestation-mining-Salvage uprooting and decay for Taiga Shield West
223,6,1,209,Deforestation-mining-Salvage uprooting and decay for Boreal Shield West,Deforestation-mining-Salvage uprooting and decay for Boreal Shield West
223,7,1,209,Deforestation-mining-Salvage uprooting and decay for Atlantic Maritime,Deforestation-mining-Salvage uprooting and decay for Atlantic Maritime
223,8,1,209,Deforestation-mining-Salvage uprooting and decay for Mixedwood Plains,Deforestation-mining-Salvage uprooting and decay for Mixedwood Plains
223,9,1,209,Deforestation-mining-Salvage uprooting and decay for Boreal Plains,Deforestation-mining-Salvage uprooting and decay for Boreal Plains
223,10,1,209,Deforestation-mining-Salvage uprooting and decay for Subhumid Prairies,Deforestation-mining-Salvage uprooting and decay for Subhumid Prairies
223,11,1,209,Deforestation-mining-Salvage uprooting and decay for Taiga Cordillera,Deforestation-mining-Salvage uprooting and decay for Taiga Cordillera
223,12,1,209,Deforestation-mining-Salvage uprooting and decay for Boreal Cordillera,Deforestation-mining-Salvage uprooting and decay for Boreal Cordillera
223,13,1,209,Deforestation-mining-Salvage uprooting and decay for Pacific Maritime,Deforestation-mining-Salvage uprooting and decay for Pacific Maritime
223,14,1,209,Deforestation-mining-Salvage uprooting and decay for Montane Cordillera,Deforestation-mining-Salvage uprooting and decay for Montane Cordillera
223,15,1,209,Deforestation-mining-Salvage uprooting and decay for Hudson Plains,Deforestation-mining-Salvage uprooting and decay for Hudson Plains
223,16,1,209,Deforestation-mining-Salvage uprooting and decay for Taiga Shield East,Deforestation-mining-Salvage uprooting and decay for Taiga Shield East
223,17,1,209,Deforestation-mining-Salvage uprooting and decay for Boreal Shield East,Deforestation-mining-Salvage uprooting and decay for Boreal Shield East
223,18,1,209,Deforestation-mining-Salvage uprooting and decay for Semiarid Prairies,Deforestation-mining-Salvage uprooting and decay for Semiarid Prairies
224,4,1,210,Deforestation-mining-Salvage uprooting and burn for Taiga Plains,Deforestation-mining-Salvage uprooting and burn for Taiga Plains
224,5,1,211,Deforestation-mining-Salvage uprooting and burn for Taiga Shield West,Deforestation-mining-Salvage uprooting and burn for Taiga Shield West
224,6,1,213,Deforestation-mining-Salvage uprooting and burn for Boreal Shield West,Deforestation-mining-Salvage uprooting and burn for Boreal Shield West
224,7,1,215,Deforestation-mining-Salvage uprooting and burn for Atlantic Maritime,Deforestation-mining-Salvage uprooting and burn for Atlantic Maritime
224,8,1,216,Deforestation-mining-Salvage uprooting and burn for Mixedwood Plains,Deforestation-mining-Salvage uprooting and burn for Mixedwood Plains
224,9,1,214,Deforestation-mining-Salvage uprooting and burn for Boreal Plains,Deforestation-mining-Salvage uprooting and burn for Boreal Plains
224,10,1,217,Deforestation-mining-Salvage uprooting and burn for Subhumid Prairies,Deforestation-mining-Salvage uprooting and burn for Subhumid Prairies
224,11,1,218,Deforestation-mining-Salvage uprooting and burn for Taiga Cordillera,Deforestation-mining-Salvage uprooting and burn for Taiga Cordillera
224,12,1,219,Deforestation-mining-Salvage uprooting and burn for Boreal Cordillera,Deforestation-mining-Salvage uprooting and burn for Boreal Cordillera
224,13,1,221,Deforestation-mining-Salvage uprooting and burn for Pacific Maritime,Deforestation-mining-Salvage uprooting and burn for Pacific Maritime
224,14,1,220,Deforestation-mining-Salvage uprooting and burn for Montane Cordillera,Deforestation-mining-Salvage uprooting and burn for Montane Cordillera
224,15,1,222,Deforestation-mining-Salvage uprooting and burn for Hudson Plains,Deforestation-mining-Salvage uprooting and burn for Hudson Plains
224,16,1,212,Deforestation-mining-Salvage uprooting and burn for Taiga Shield East,Deforestation-mining-Salvage uprooting and burn for Taiga Shield East
224,17,1,223,Deforestation-mining-Salvage uprooting and burn for Boreal Shield East,Deforestation-mining-Salvage uprooting and burn for Boreal Shield East
224,18,1,224,Deforestation-mining-Salvage uprooting and burn for Semiarid Prairies,Deforestation-mining-Salvage uprooting and burn for Semiarid Prairies
225,4,1,209,Deforestation-municipal-Salvage uprooting and decay for Taiga Plains,Deforestation-municipal-Salvage uprooting and decay for Taiga Plains
225,5,1,209,Deforestation-municipal-Salvage uprooting and decay for Taiga Shield West,Deforestation-municipal-Salvage uprooting and decay for Taiga Shield West
225,6,1,209,Deforestation-municipal-Salvage uprooting and decay for Boreal Shield West,Deforestation-municipal-Salvage uprooting and decay for Boreal Shield West
225,7,1,209,Deforestation-municipal-Salvage uprooting and decay for Atlantic Maritime,Deforestation-municipal-Salvage uprooting and decay for Atlantic Maritime
225,8,1,209,Deforestation-municipal-Salvage uprooting and decay for Mixedwood Plains,Deforestation-municipal-Salvage uprooting and decay for Mixedwood Plains
225,9,1,209,Deforestation-municipal-Salvage uprooting and decay for Boreal Plains,Deforestation-municipal-Salvage uprooting and decay for Boreal Plains
225,10,1,209,Deforestation-municipal-Salvage uprooting and decay for Subhumid Prairies,Deforestation-municipal-Salvage uprooting and decay for Subhumid Prairies
225,11,1,209,Deforestation-municipal-Salvage uprooting and decay for Taiga Cordillera,Deforestation-municipal-Salvage uprooting and decay for Taiga Cordillera
225,12,1,209,Deforestation-municipal-Salvage uprooting and decay for Boreal Cordillera,Deforestation-municipal-Salvage uprooting and decay for Boreal Cordillera
225,13,1,209,Deforestation-municipal-Salvage uprooting and decay for Pacific Maritime,Deforestation-municipal-Salvage uprooting and decay for Pacific Maritime
225,14,1,209,Deforestation-municipal-Salvage uprooting and decay for Montane Cordillera,Deforestation-municipal-Salvage uprooting and decay for Montane Cordillera
225,15,1,209,Deforestation-municipal-Salvage uprooting and decay for Hudson Plains,Deforestation-municipal-Salvage uprooting and decay for Hudson Plains
225,16,1,209,Deforestation-municipal-Salvage uprooting and decay for Taiga Shield East,Deforestation-municipal-Salvage uprooting and decay for Taiga Shield East
225,17,1,209,Deforestation-municipal-Salvage uprooting and decay for Boreal Shield East,Deforestation-municipal-Salvage uprooting and decay for Boreal Shield East
225,18,1,209,Deforestation-municipal-Salvage uprooting and decay for Semiarid Prairies,Deforestation-municipal-Salvage uprooting and decay for Semiarid Prairies
226,4,1,210,Deforestation-municipal-Salvage uprooting and burn for Taiga Plains,Deforestation-municipal-Salvage uprooting and burn for Taiga Plains
226,5,1,211,Deforestation-municipal-Salvage uprooting and burn for Taiga Shield West,Deforestation-municipal-Salvage uprooting and burn for Taiga Shield West
226,6,1,213,Deforestation-municipal-Salvage uprooting and burn for Boreal Shield West,Deforestation-municipal-Salvage uprooting and burn for Boreal Shield West
226,7,1,215,Deforestation-municipal-Salvage uprooting and burn for Atlantic Maritime,Deforestation-municipal-Salvage uprooting and burn for Atlantic Maritime
226,8,1,216,Deforestation-municipal-Salvage uprooting and burn for Mixedwood Plains,Deforestation-municipal-Salvage uprooting and burn for Mixedwood Plains
226,9,1,214,Deforestation-municipal-Salvage uprooting and burn for Boreal Plains,Deforestation-municipal-Salvage uprooting and burn for Boreal Plains
226,10,1,217,Deforestation-municipal-Salvage uprooting and burn for Subhumid Prairies,Deforestation-municipal-Salvage uprooting and burn for Subhumid Prairies
226,11,1,218,Deforestation-municipal-Salvage uprooting and burn for Taiga Cordillera,Deforestation-municipal-Salvage uprooting and burn for Taiga Cordillera
226,12,1,219,Deforestation-municipal-Salvage uprooting and burn for Boreal Cordillera,Deforestation-municipal-Salvage uprooting and burn for Boreal Cordillera
226,13,1,221,Deforestation-municipal-Salvage uprooting and burn for Pacific Maritime,Deforestation-municipal-Salvage uprooting and burn for Pacific Maritime
226,14,1,220,Deforestation-municipal-Salvage uprooting and burn for Montane Cordillera,Deforestation-municipal-Salvage uprooting and burn for Montane Cordillera
226,15,1,222,Deforestation-municipal-Salvage uprooting and burn for Hudson Plains,Deforestation-municipal-Salvage uprooting and burn for Hudson Plains
226,16,1,212,Deforestation-municipal-Salvage uprooting and burn for Taiga Shield East,Deforestation-municipal-Salvage uprooting and burn for Taiga Shield East
226,17,1,223,Deforestation-municipal-Salvage uprooting and burn for Boreal Shield East,Deforestation-municipal-Salvage uprooting and burn for Boreal Shield East
226,18,1,224,Deforestation-municipal-Salvage uprooting and burn for Semiarid Prairies,Deforestation-municipal-Salvage uprooting and burn for Semiarid Prairies
227,4,1,227,Deforestation-peat mining-Uprooting and decay for Taiga Plains,Deforestation-peat mining-Uprooting and decay for Taiga Plains
227,5,1,227,Deforestation-peat mining-Uprooting and decay for Taiga Shield West,Deforestation-peat mining-Uprooting and decay for Taiga Shield West
227,6,1,227,Deforestation-peat mining-Uprooting and decay for Boreal Shield West,Deforestation-peat mining-Uprooting and decay for Boreal Shield West
227,7,1,227,Deforestation-peat mining-Uprooting and decay for Atlantic Maritime,Deforestation-peat mining-Uprooting and decay for Atlantic Maritime
227,8,1,227,Deforestation-peat mining-Uprooting and decay for Mixedwood Plains,Deforestation-peat mining-Uprooting and decay for Mixedwood Plains
227,9,1,227,Deforestation-peat mining-Uprooting and decay for Boreal Plains,Deforestation-peat mining-Uprooting and decay for Boreal Plains
227,10,1,227,Deforestation-peat mining-Uprooting and decay for Subhumid Prairies,Deforestation-peat mining-Uprooting and decay for Subhumid Prairies
227,11,1,227,Deforestation-peat mining-Uprooting and decay for Taiga Cordillera,Deforestation-peat mining-Uprooting and decay for Taiga Cordillera
227,12,1,227,Deforestation-peat mining-Uprooting and decay for Boreal Cordillera,Deforestation-peat mining-Uprooting and decay for Boreal Cordillera
227,13,1,227,Deforestation-peat mining-Uprooting and decay for Pacific Maritime,Deforestation-peat mining-Uprooting and decay for Pacific Maritime
227,14,1,227,Deforestation-peat mining-Uprooting and decay for Montane Cordillera,Deforestation-peat mining-Uprooting and decay for Montane Cordillera
227,15,1,227,Deforestation-peat mining-Uprooting and decay for Hudson Plains,Deforestation-peat mining-Uprooting and decay for Hudson Plains
227,16,1,227,Deforestation-peat mining-Uprooting and decay for Taiga Shield East,Deforestation-peat mining-Uprooting and decay for Taiga Shield East
227,17,1,227,Deforestation-peat mining-Uprooting and decay for Boreal Shield East,Deforestation-peat mining-Uprooting and decay for Boreal Shield East
227,18,1,227,Deforestation-peat mining-Uprooting and decay for Semiarid Prairies,Deforestation-peat mining-Uprooting and decay for Semiarid Prairies
228,4,1,229,Deforestation-peat mining-Uprooting and burn for Taiga Plains,Deforestation-peat mining-Uprooting and decay for Taiga Plains
